instance_uid,instance_id,origin,family,role,split,M,N,K,seed,p_min,p_max,p_mean,p_variance,e_min,e_max,e_mean,e_variance,c_min,c_max,c_mean,c_variance,data_p_path,data_e_path,data_c_path
syn_vls_m30_n350_k350_s20275424,100089,synthetic_vls,generated_vls,train_or_val,train,30,350,350,20275424,1,12,6.428571428571429,11.713469387755103,1,6,3.2,2.76,1,8,4.497142857142857,4.712848979591837,synthetic_instances/Data_p100089.txt,synthetic_instances/Data_e100089.txt,synthetic_instances/Data_c100089.txt
syn_vls_m30_n350_k350_s20275425,100090,synthetic_vls,generated_vls,train_or_val,train,30,350,350,20275425,1,12,6.828571428571428,11.639183673469388,1,6,3.4,2.7733333333333334,1,8,4.397142857142857,5.239420408163265,synthetic_instances/Data_p100090.txt,synthetic_instances/Data_e100090.txt,synthetic_instances/Data_c100090.txt
syn_vls_m30_n350_k500_s20276420,100091,synthetic_vls,generated_vls,train_or_val,train,30,350,500,20276420,1,12,6.348571428571429,12.53564081632653,1,6,3.466666666666667,2.648888888888889,1,8,4.48,5.1736,synthetic_instances/Data_p100091.txt,synthetic_instances/Data_e100091.txt,synthetic_instances/Data_c100091.txt
syn_vls_m30_n350_k500_s20276421,100092,synthetic_vls,generated_vls,train_or_val,train,30,350,500,20276421,1,12,6.468571428571429,10.837583673469387,2,6,4.333333333333333,1.6222222222222222,1,8,4.388,5.509456,synthetic_instances/Data_p100092.txt,synthetic_instances/Data_e100092.txt,synthetic_instances/Data_c100092.txt
syn_vls_m30_n350_k500_s20276422,100093,synthetic_vls,generated_vls,train_or_val,train,30,350,500,20276422,1,12,6.357142857142857,12.023877551020409,1,6,3.433333333333333,2.4455555555555555,1,8,4.548,5.411696,synthetic_instances/Data_p100093.txt,synthetic_instances/Data_e100093.txt,synthetic_instances/Data_c100093.txt
syn_vls_m30_n350_k500_s20276423,100094,synthetic_vls,generated_vls,train_or_val,train,30,350,500,20276423,1,12,6.171428571428572,12.004897959183673,1,6,3.1,2.49,1,8,4.46,5.3684,synthetic_instances/Data_p100094.txt,synthetic_instances/Data_e100094.txt,synthetic_instances/Data_c100094.txt
syn_vls_m30_n350_k500_s20276424,100095,synthetic_vls,generated_vls,train_or_val,val,30,350,500,20276424,1,12,6.628571428571429,12.016326530612245,1,6,3.966666666666667,2.4988888888888887,1,8,4.42,4.8036,synthetic_instances/Data_p100095.txt,synthetic_instances/Data_e100095.txt,synthetic_instances/Data_c100095.txt
syn_vls_m30_n350_k500_s20276425,100096,synthetic_vls,generated_vls,train_or_val,train,30,350,500,20276425,1,12,6.477142857142857,12.032334693877552,1,6,3.2333333333333334,2.712222222222222,1,8,4.458,5.624236,synthetic_instances/Data_p100096.txt,synthetic_instances/Data_e100096.txt,synthetic_instances/Data_c100096.txt
syn_vls_m30_n400_k350_s20277420,100097,synthetic_vls,generated_vls,train_or_val,train,30,400,350,20277420,1,12,6.53,11.7841,1,6,3.566666666666667,3.6455555555555557,1,8,4.557142857142857,4.601020408163265,synthetic_instances/Data_p100097.txt,synthetic_instances/Data_e100097.txt,synthetic_instances/Data_c100097.txt
syn_vls_m30_n400_k350_s20277421,100098,synthetic_vls,generated_vls,train_or_val,val,30,400,350,20277421,1,12,6.475,10.999375,1,6,3.3666666666666667,2.898888888888889,1,8,4.417142857142857,5.043134693877551,synthetic_instances/Data_p100098.txt,synthetic_instances/Data_e100098.txt,synthetic_instances/Data_c100098.txt
syn_vls_m30_n400_k350_s20277422,100099,synthetic_vls,generated_vls,train_or_val,train,30,400,350,20277422,1,12,6.8325,12.44444375,1,6,3.3666666666666667,2.7655555555555558,1,8,4.491428571428571,4.912783673469388,synthetic_instances/Data_p100099.txt,synthetic_instances/Data_e100099.txt,synthetic_instances/Data_c100099.txt
syn_vls_m30_n400_k350_s20277423,100100,synthetic_vls,generated_vls,train_or_val,train,30,400,350,20277423,1,12,6.755,11.674975,1,6,3.7666666666666666,4.112222222222222,1,8,4.331428571428572,5.113012244897959,synthetic_instances/Data_p100100.txt,synthetic_instances/Data_e100100.txt,synthetic_instances/Data_c100100.txt
syn_vls_m30_n400_k350_s20277424,100101,synthetic_vls,generated_vls,train_or_val,train,30,400,350,20277424,1,12,6.55,11.8225,1,6,3.566666666666667,2.6455555555555557,1,8,4.631428571428572,5.3927265306122445,synthetic_instances/Data_p100101.txt,synthetic_instances/Data_e100101.txt,synthetic_instances/Data_c100101.txt
syn_vls_m30_n400_k350_s20277425,100102,synthetic_vls,generated_vls,train_or_val,train,30,400,350,20277425,1,12,6.6875,12.31484375,1,6,3.466666666666667,3.648888888888889,1,8,4.717142857142857,5.471420408163265,synthetic_instances/Data_p100102.txt,synthetic_instances/Data_e100102.txt,synthetic_instances/Data_c100102.txt
syn_vls_m30_n400_k500_s20278420,100103,synthetic_vls,generated_vls,train_or_val,train,30,400,500,20278420,1,12,6.5625,12.50609375,1,6,3.6333333333333333,2.1655555555555557,1,8,4.554,5.163084,synthetic_instances/Data_p100103.txt,synthetic_instances/Data_e100103.txt,synthetic_instances/Data_c100103.txt
syn_vls_m30_n400_k500_s20278421,100104,synthetic_vls,generated_vls,train_or_val,train,30,400,500,20278421,1,12,6.6375,12.84109375,1,6,3.7666666666666666,3.112222222222222,1,8,4.476,5.365424,synthetic_instances/Data_p100104.txt,synthetic_instances/Data_e100104.txt,synthetic_instances/Data_c100104.txt
syn_vls_m30_n400_k500_s20278422,100105,synthetic_vls,generated_vls,train_or_val,val,30,400,500,20278422,1,12,6.2425,11.31369375,1,6,3.8333333333333335,2.138888888888889,1,8,4.438,5.222156,synthetic_instances/Data_p100105.txt,synthetic_instances/Data_e100105.txt,synthetic_instances/Data_c100105.txt
syn_vls_m30_n400_k500_s20278423,100106,synthetic_vls,generated_vls,train_or_val,train,30,400,500,20278423,1,12,6.8,11.375,1,6,3.7666666666666666,2.8455555555555554,1,8,4.51,5.1339,synthetic_instances/Data_p100106.txt,synthetic_instances/Data_e100106.txt,synthetic_instances/Data_c100106.txt
syn_vls_m30_n400_k500_s20278424,100107,synthetic_vls,generated_vls,train_or_val,train,30,400,500,20278424,1,12,6.2625,10.98859375,1,6,3.5,2.65,1,8,4.414,5.510604,synthetic_instances/Data_p100107.txt,synthetic_instances/Data_e100107.txt,synthetic_instances/Data_c100107.txt
syn_vls_m30_n400_k500_s20278425,100108,synthetic_vls,generated_vls,train_or_val,train,30,400,500,20278425,1,12,6.305,11.786975,1,6,3.2666666666666666,3.062222222222222,1,8,4.558,5.394636,synthetic_instances/Data_p100108.txt,synthetic_instances/Data_e100108.txt,synthetic_instances/Data_c100108.txt
syn_vls_m30_n500_k350_s20279420,100109,synthetic_vls,generated_vls,train_or_val,train,30,500,350,20279420,1,12,6.466,11.800844,1,6,3.2333333333333334,2.9122222222222223,1,8,4.614285714285714,5.00265306122449,synthetic_instances/Data_p100109.txt,synthetic_instances/Data_e100109.txt,synthetic_instances/Data_c100109.txt
syn_vls_m30_n500_k350_s20279421,100110,synthetic_vls,generated_vls,train_or_val,train,30,500,350,20279421,1,12,6.432,12.025376,1,6,3.4,2.1733333333333333,1,8,4.377142857142857,5.360620408163265,synthetic_instances/Data_p100110.txt,synthetic_instances/Data_e100110.txt,synthetic_instances/Data_c100110.txt
syn_vls_m30_n500_k350_s20279422,100111,synthetic_vls,generated_vls,train_or_val,train,30,500,350,20279422,1,12,6.462,11.924556,1,6,3.433333333333333,3.378888888888889,1,8,4.7057142857142855,5.173395918367347,synthetic_instances/Data_p100111.txt,synthetic_instances/Data_e100111.txt,synthetic_instances/Data_c100111.txt
syn_vls_m30_n500_k350_s20279423,100112,synthetic_vls,generated_vls,train_or_val,val,30,500,350,20279423,1,12,6.768,12.054176,1,6,3.933333333333333,2.328888888888889,1,8,4.617142857142857,5.350563265306122,synthetic_instances/Data_p100112.txt,synthetic_instances/Data_e100112.txt,synthetic_instances/Data_c100112.txt
syn_vls_m30_n500_k350_s20279424,100113,synthetic_vls,generated_vls,train_or_val,train,30,500,350,20279424,1,12,6.262,12.353356,1,6,3.466666666666667,3.3155555555555556,1,8,4.562857142857143,4.70890612244898,synthetic_instances/Data_p100113.txt,synthetic_instances/Data_e100113.txt,synthetic_instances/Data_c100113.txt
syn_vls_m30_n500_k350_s20279425,100114,synthetic_vls,generated_vls,train_or_val,train,30,500,350,20279425,1,12,6.55,11.8035,1,6,3.3333333333333335,2.2222222222222223,1,8,4.282857142857143,5.2428489795918365,synthetic_instances/Data_p100114.txt,synthetic_instances/Data_e100114.txt,synthetic_instances/Data_c100114.txt
syn_vls_m30_n500_k500_s20280420,100115,synthetic_vls,generated_vls,train_or_val,train,30,500,500,20280420,1,12,6.56,11.4464,1,6,2.9,2.8233333333333333,1,8,4.47,5.1091,synthetic_instances/Data_p100115.txt,synthetic_instances/Data_e100115.txt,synthetic_instances/Data_c100115.txt
syn_vls_m30_n500_k500_s20280421,100116,synthetic_vls,generated_vls,train_or_val,train,30,500,500,20280421,1,12,6.386,12.209004,1,6,3.1333333333333333,2.5155555555555558,1,8,4.394,5.390764,synthetic_instances/Data_p100116.txt,synthetic_instances/Data_e100116.txt,synthetic_instances/Data_c100116.txt
syn_vls_m30_n500_k500_s20280422,100117,synthetic_vls,generated_vls,train_or_val,val,30,500,500,20280422,1,12,6.594,11.857164,1,6,3.3333333333333335,3.1555555555555554,1,8,4.484,5.005744,synthetic_instances/Data_p100117.txt,synthetic_instances/Data_e100117.txt,synthetic_instances/Data_c100117.txt
syn_vls_m30_n500_k500_s20280423,100118,synthetic_vls,generated_vls,train_or_val,train,30,500,500,20280423,1,12,6.902,12.008396,1,6,2.933333333333333,2.862222222222222,1,8,4.452,5.175696,synthetic_instances/Data_p100118.txt,synthetic_instances/Data_e100118.txt,synthetic_instances/Data_c100118.txt
syn_vls_m30_n500_k500_s20280424,100119,synthetic_vls,generated_vls,train_or_val,train,30,500,500,20280424,1,12,6.548,12.547696,1,6,3.7333333333333334,2.7955555555555556,1,8,4.532,4.852976,synthetic_instances/Data_p100119.txt,synthetic_instances/Data_e100119.txt,synthetic_instances/Data_c100119.txt
syn_vls_m30_n500_k500_s20280425,100120,synthetic_vls,generated_vls,train_or_val,train,30,500,500,20280425,1,12,6.17,11.8451,2,6,3.9,1.6233333333333333,1,8,4.414,5.562604,synthetic_instances/Data_p100120.txt,synthetic_instances/Data_e100120.txt,synthetic_instances/Data_c100120.txt
syn_vls_m40_n250_k350_s20281420,100121,synthetic_vls,generated_vls,train_or_val,train,40,250,350,20281420,1,12,6.688,12.750656,1,6,3.05,3.6475,1,8,4.6085714285714285,5.346783673469388,synthetic_instances/Data_p100121.txt,synthetic_instances/Data_e100121.txt,synthetic_instances/Data_c100121.txt
syn_vls_m40_n250_k350_s20281421,100122,synthetic_vls,generated_vls,train_or_val,train,40,250,350,20281421,1,12,6.332,11.629776,1,6,3.45,3.3475,1,8,4.628571428571429,5.027755102040817,synthetic_instances/Data_p100122.txt,synthetic_instances/Data_e100122.txt,synthetic_instances/Data_c100122.txt
syn_vls_m40_n250_k350_s20281422,100123,synthetic_vls,generated_vls,train_or_val,train,40,250,350,20281422,1,12,6.344,12.273664,1,6,3.05,2.9475,1,8,4.3914285714285715,5.123926530612245,synthetic_instances/Data_p100123.txt,synthetic_instances/Data_e100123.txt,synthetic_instances/Data_c100123.txt
syn_vls_m40_n250_k350_s20281423,100124,synthetic_vls,generated_vls,train_or_val,train,40,250,350,20281423,1,12,6.588,12.306256,1,6,3.225,2.924375,1,8,4.502857142857143,5.278563265306122,synthetic_instances/Data_p100124.txt,synthetic_instances/Data_e100124.txt,synthetic_instances/Data_c100124.txt
syn_vls_m40_n250_k350_s20281424,100125,synthetic_vls,generated_vls,train_or_val,val,40,250,350,20281424,1,12,6.444,12.574864,1,6,4.075,2.369375,1,8,4.617142857142857,5.0819918367346935,synthetic_instances/Data_p100125.txt,synthetic_instances/Data_e100125.txt,synthetic_instances/Data_c100125.txt
syn_vls_m40_n250_k350_s20281425,100126,synthetic_vls,generated_vls,train_or_val,train,40,250,350,20281425,1,12,6.268,10.860176,1,6,3.675,3.119375,1,8,4.637142857142857,4.819763265306123,synthetic_instances/Data_p100126.txt,synthetic_instances/Data_e100126.txt,synthetic_instances/Data_c100126.txt
syn_vls_m40_n250_k500_s20282420,100127,synthetic_vls,generated_vls,train_or_val,train,40,250,500,20282420,1,12,6.548,11.831696,1,6,3.25,3.5375,1,8,4.41,5.2419,synthetic_instances/Data_p100127.txt,synthetic_instances/Data_e100127.txt,synthetic_instances/Data_c100127.txt
syn_vls_m40_n250_k500_s20282421,100128,synthetic_vls,generated_vls,train_or_val,train,40,250,500,20282421,1,12,6.6,11.536,1,6,3.375,2.634375,1,8,4.494,5.321964,synthetic_instances/Data_p100128.txt,synthetic_instances/Data_e100128.txt,synthetic_instances/Data_c100128.txt
syn_vls_m40_n250_k500_s20282422,100129,synthetic_vls,generated_vls,train_or_val,val,40,250,500,20282422,1,12,6.248,11.842496,1,6,3.4,2.84,1,8,4.594,5.181164,synthetic_instances/Data_p100129.txt,synthetic_instances/Data_e100129.txt,synthetic_instances/Data_c100129.txt
syn_vls_m40_n250_k500_s20282423,100130,synthetic_vls,generated_vls,train_or_val,train,40,250,500,20282423,1,12,6.636,12.919504,1,6,3.5,3.75,1,8,4.53,5.5291,synthetic_instances/Data_p100130.txt,synthetic_instances/Data_e100130.txt,synthetic_instances/Data_c100130.txt
syn_vls_m40_n250_k500_s20282424,100131,synthetic_vls,generated_vls,train_or_val,train,40,250,500,20282424,1,12,6.396,12.175184,1,6,3.925,2.869375,1,8,4.256,5.162464,synthetic_instances/Data_p100131.txt,synthetic_instances/Data_e100131.txt,synthetic_instances/Data_c100131.txt
syn_vls_m40_n250_k500_s20282425,100132,synthetic_vls,generated_vls,train_or_val,train,40,250,500,20282425,1,12,6.644,12.645264,1,6,3.225,2.924375,1,8,4.496,5.201984,synthetic_instances/Data_p100132.txt,synthetic_instances/Data_e100132.txt,synthetic_instances/Data_c100132.txt
syn_vls_m40_n300_k350_s20283420,100133,synthetic_vls,generated_vls,train_or_val,train,40,300,350,20283420,1,12,6.553333333333334,11.893822222222223,1,6,3.95,3.0475,1,8,4.428571428571429,5.096326530612245,synthetic_instances/Data_p100133.txt,synthetic_instances/Data_e100133.txt,synthetic_instances/Data_c100133.txt
syn_vls_m40_n300_k350_s20283421,100134,synthetic_vls,generated_vls,train_or_val,train,40,300,350,20283421,1,12,6.616666666666666,12.596388888888889,1,6,3.4,3.29,1,8,4.485714285714286,5.078367346938776,synthetic_instances/Data_p100134.txt,synthetic_instances/Data_e100134.txt,synthetic_instances/Data_c100134.txt
syn_vls_m40_n300_k350_s20283422,100135,synthetic_vls,generated_vls,train_or_val,val,40,300,350,20283422,1,12,6.246666666666667,12.199155555555556,1,6,3.675,2.869375,1,8,4.68,5.4233142857142855,synthetic_instances/Data_p100135.txt,synthetic_instances/Data_e100135.txt,synthetic_instances/Data_c100135.txt
syn_vls_m40_n300_k350_s20283423,100136,synthetic_vls,generated_vls,train_or_val,train,40,300,350,20283423,1,12,6.663333333333333,12.649988888888888,1,6,3.7,3.21,1,8,4.3742857142857146,5.8684816326530616,synthetic_instances/Data_p100136.txt,synthetic_instances/Data_e100136.txt,synthetic_instances/Data_c100136.txt
syn_vls_m40_n300_k350_s20283424,100137,synthetic_vls,generated_vls,train_or_val,train,40,300,350,20283424,1,12,6.386666666666667,11.683822222222222,1,6,3.1,2.94,1,8,4.362857142857143,5.094048979591837,synthetic_instances/Data_p100137.txt,synthetic_instances/Data_e100137.txt,synthetic_instances/Data_c100137.txt
syn_vls_m40_n300_k350_s20283425,100138,synthetic_vls,generated_vls,train_or_val,train,40,300,350,20283425,1,12,6.67,11.2211,1,6,3.45,3.0475,1,8,4.434285714285714,5.028538775510204,synthetic_instances/Data_p100138.txt,synthetic_instances/Data_e100138.txt,synthetic_instances/Data_c100138.txt
syn_vls_m40_n300_k500_s20284420,100139,synthetic_vls,generated_vls,train_or_val,train,40,300,500,20284420,1,12,6.213333333333333,12.087822222222222,1,6,3.5,2.75,1,8,4.42,5.1196,synthetic_instances/Data_p100139.txt,synthetic_instances/Data_e100139.txt,synthetic_instances/Data_c100139.txt
syn_vls_m40_n300_k500_s20284421,100140,synthetic_vls,generated_vls,train_or_val,train,40,300,500,20284421,1,12,6.193333333333333,11.735955555555556,1,6,3.075,2.369375,1,8,4.444,4.878864,synthetic_instances/Data_p100140.txt,synthetic_instances/Data_e100140.txt,synthetic_instances/Data_c100140.txt
syn_vls_m40_n300_k500_s20284422,100141,synthetic_vls,generated_vls,train_or_val,train,40,300,500,20284422,1,12,6.67,12.194433333333333,1,6,3.575,2.844375,1,8,4.552,5.163296,synthetic_instances/Data_p100141.txt,synthetic_instances/Data_e100141.txt,synthetic_instances/Data_c100141.txt
syn_vls_m40_n300_k500_s20284423,100142,synthetic_vls,generated_vls,train_or_val,train,40,300,500,20284423,1,12,6.573333333333333,12.677955555555556,1,6,2.925,3.019375,1,8,4.338,5.103756,synthetic_instances/Data_p100142.txt,synthetic_instances/Data_e100142.txt,synthetic_instances/Data_c100142.txt
syn_vls_m40_n300_k500_s20284424,100143,synthetic_vls,generated_vls,train_or_val,val,40,300,500,20284424,1,12,6.0633333333333335,12.672655555555556,1,6,3.8,3.21,1,8,4.452,5.371696,synthetic_instances/Data_p100143.txt,synthetic_instances/Data_e100143.txt,synthetic_instances/Data_c100143.txt
syn_vls_m40_n300_k500_s20284425,100144,synthetic_vls,generated_vls,train_or_val,train,40,300,500,20284425,1,12,6.363333333333333,11.23798888888889,1,6,3.675,3.619375,1,8,4.416,5.058944,synthetic_instances/Data_p100144.txt,synthetic_instances/Data_e100144.txt,synthetic_instances/Data_c100144.txt
syn_vls_m40_n350_k350_s20285420,100145,synthetic_vls,generated_vls,train_or_val,val,40,350,350,20285420,1,12,6.468571428571429,11.52901224489796,1,6,3.525,3.099375,1,8,4.525714285714286,5.17505306122449,synthetic_instances/Data_p100145.txt,synthetic_instances/Data_e100145.txt,synthetic_instances/Data_c100145.txt
syn_vls_m40_n350_k350_s20285421,100146,synthetic_vls,generated_vls,train_or_val,train,40,350,350,20285421,1,12,6.317142857142857,11.862277551020409,1,6,3.6,3.04,1,8,4.571428571428571,5.382040816326531,synthetic_instances/Data_p100146.txt,synthetic_instances/Data_e100146.txt,synthetic_instances/Data_c100146.txt
syn_vls_m40_n350_k350_s20285422,100147,synthetic_vls,generated_vls,train_or_val,train,40,350,350,20285422,1,12,6.371428571428571,12.062040816326531,1,6,3.2,2.51,1,8,4.594285714285714,5.13825306122449,synthetic_instances/Data_p100147.txt,synthetic_instances/Data_e100147.txt,synthetic_instances/Data_c100147.txt
syn_vls_m40_n350_k350_s20285423,100148,synthetic_vls,generated_vls,train_or_val,train,40,350,350,20285423,1,12,6.531428571428571,11.974726530612244,1,6,3.9,2.59,1,8,4.194285714285714,5.185110204081632,synthetic_instances/Data_p100148.txt,synthetic_instances/Data_e100148.txt,synthetic_instances/Data_c100148.txt
syn_vls_m40_n350_k350_s20285424,100149,synthetic_vls,generated_vls,train_or_val,train,40,350,350,20285424,1,12,6.54,12.299828571428572,1,6,3.525,3.299375,1,8,4.562857142857143,5.634620408163265,synthetic_instances/Data_p100149.txt,synthetic_instances/Data_e100149.txt,synthetic_instances/Data_c100149.txt
syn_vls_m40_n350_k350_s20285425,100150,synthetic_vls,generated_vls,train_or_val,train,40,350,350,20285425,1,12,6.457142857142857,11.35673469387755,1,6,3.325,2.519375,1,8,4.522857142857143,5.626620408163265,synthetic_instances/Data_p100150.txt,synthetic_instances/Data_e100150.txt,synthetic_instances/Data_c100150.txt
syn_vls_m40_n350_k500_s20286420,100151,synthetic_vls,generated_vls,train_or_val,train,40,350,500,20286420,1,12,6.448571428571428,12.39021224489796,1,6,2.975,2.174375,1,8,4.706,5.359564,synthetic_instances/Data_p100151.txt,synthetic_instances/Data_e100151.txt,synthetic_instances/Data_c100151.txt
syn_vls_m40_n350_k500_s20286421,100152,synthetic_vls,generated_vls,train_or_val,train,40,350,500,20286421,1,12,6.091428571428572,12.117355102040817,1,6,3.75,2.9375,1,8,4.486,5.137804,synthetic_instances/Data_p100152.txt,synthetic_instances/Data_e100152.txt,synthetic_instances/Data_c100152.txt
syn_vls_m40_n350_k500_s20286422,100153,synthetic_vls,generated_vls,train_or_val,train,40,350,500,20286422,1,12,6.522857142857143,11.455191836734693,1,6,3.725,2.849375,1,8,4.524,5.405424,synthetic_instances/Data_p100153.txt,synthetic_instances/Data_e100153.txt,synthetic_instances/Data_c100153.txt
syn_vls_m40_n350_k500_s20286423,100154,synthetic_vls,generated_vls,train_or_val,train,40,350,500,20286423,1,12,6.414285714285715,11.356938775510205,1,6,3.525,2.949375,1,8,4.396,5.299184,synthetic_instances/Data_p100154.txt,synthetic_instances/Data_e100154.txt,synthetic_instances/Data_c100154.txt
syn_vls_m40_n350_k500_s20286424,100155,synthetic_vls,generated_vls,train_or_val,train,40,350,500,20286424,1,12,6.468571428571429,11.677583673469387,1,6,3.4,2.74,1,8,4.476,4.945424,synthetic_instances/Data_p100155.txt,synthetic_instances/Data_e100155.txt,synthetic_instances/Data_c100155.txt
syn_vls_m40_n350_k500_s20286425,100156,synthetic_vls,generated_vls,train_or_val,val,40,350,500,20286425,1,12,6.628571428571429,11.536326530612245,1,6,3.825,2.944375,1,8,4.474,5.073324,synthetic_instances/Data_p100156.txt,synthetic_instances/Data_e100156.txt,synthetic_instances/Data_c100156.txt
syn_vls_m40_n400_k350_s20287420,100157,synthetic_vls,generated_vls,train_or_val,train,40,400,350,20287420,1,12,6.36,11.7454,1,6,3.925,3.269375,1,8,4.64,5.5504,synthetic_instances/Data_p100157.txt,synthetic_instances/Data_e100157.txt,synthetic_instances/Data_c100157.txt
syn_vls_m40_n400_k350_s20287421,100158,synthetic_vls,generated_vls,train_or_val,train,40,400,350,20287421,1,12,6.6675,11.64694375,1,6,3.475,3.149375,1,8,4.622857142857143,5.377763265306123,synthetic_instances/Data_p100158.txt,synthetic_instances/Data_e100158.txt,synthetic_instances/Data_c100158.txt
syn_vls_m40_n400_k350_s20287422,100159,synthetic_vls,generated_vls,train_or_val,train,40,400,350,20287422,1,12,6.4875,12.20484375,1,6,3.6,3.39,1,8,4.4314285714285715,5.542440816326531,synthetic_instances/Data_p100159.txt,synthetic_instances/Data_e100159.txt,synthetic_instances/Data_c100159.txt
syn_vls_m40_n400_k350_s20287423,100160,synthetic_vls,generated_vls,train_or_val,val,40,400,350,20287423,1,12,6.69,12.3039,1,6,3.825,2.994375,1,8,4.6257142857142854,4.919910204081632,synthetic_instances/Data_p100160.txt,synthetic_instances/Data_e100160.txt,synthetic_instances/Data_c100160.txt
syn_vls_m40_n400_k350_s20287424,100161,synthetic_vls,generated_vls,train_or_val,train,40,400,350,20287424,1,12,6.4225,12.25399375,1,6,3.5,3.3,1,8,4.414285714285715,5.128367346938775,synthetic_instances/Data_p100161.txt,synthetic_instances/Data_e100161.txt,synthetic_instances/Data_c100161.txt
syn_vls_m40_n400_k350_s20287425,100162,synthetic_vls,generated_vls,train_or_val,train,40,400,350,20287425,1,12,6.4375,12.49609375,1,6,3.225,3.274375,1,8,4.477142857142857,5.289477551020408,synthetic_instances/Data_p100162.txt,synthetic_instances/Data_e100162.txt,synthetic_instances/Data_c100162.txt
syn_vls_m40_n400_k500_s20288420,100163,synthetic_vls,generated_vls,train_or_val,train,40,400,500,20288420,1,12,6.4925,12.15494375,1,6,3.225,2.774375,1,8,4.434,5.197644,synthetic_instances/Data_p100163.txt,synthetic_instances/Data_e100163.txt,synthetic_instances/Data_c100163.txt
syn_vls_m40_n400_k500_s20288421,100164,synthetic_vls,generated_vls,train_or_val,train,40,400,500,20288421,1,12,6.4275,12.28474375,1,6,4.275,1.999375,1,8,4.598,5.152396,synthetic_instances/Data_p100164.txt,synthetic_instances/Data_e100164.txt,synthetic_instances/Data_c100164.txt
syn_vls_m40_n400_k500_s20288422,100165,synthetic_vls,generated_vls,train_or_val,train,40,400,500,20288422,1,12,6.36,11.6604,1,6,3.575,3.194375,1,8,4.37,5.3211,synthetic_instances/Data_p100165.txt,synthetic_instances/Data_e100165.txt,synthetic_instances/Data_c100165.txt
syn_vls_m40_n400_k500_s20288423,100166,synthetic_vls,generated_vls,train_or_val,train,40,400,500,20288423,1,12,6.5175,12.05469375,1,6,3.375,2.884375,1,8,4.398,5.271596,synthetic_instances/Data_p100166.txt,synthetic_instances/Data_e100166.txt,synthetic_instances/Data_c100166.txt
syn_vls_m40_n400_k500_s20288424,100167,synthetic_vls,generated_vls,train_or_val,train,40,400,500,20288424,1,12,6.68,12.1576,1,6,3.625,3.434375,1,8,4.418,5.243276,synthetic_instances/Data_p100167.txt,synthetic_instances/Data_e100167.txt,synthetic_instances/Data_c100167.txt
syn_vls_m40_n400_k500_s20288425,100168,synthetic_vls,generated_vls,train_or_val,val,40,400,500,20288425,1,12,6.8325,11.32944375,1,6,3.4,2.44,1,8,4.384,5.356544,synthetic_instances/Data_p100168.txt,synthetic_instances/Data_e100168.txt,synthetic_instances/Data_c100168.txt
syn_vls_m40_n500_k350_s20289420,100169,synthetic_vls,generated_vls,train_or_val,train,40,500,350,20289420,1,12,6.624,12.286624,1,6,3.675,3.319375,1,8,4.588571428571429,5.510726530612245,synthetic_instances/Data_p100169.txt,synthetic_instances/Data_e100169.txt,synthetic_instances/Data_c100169.txt
syn_vls_m40_n500_k350_s20289421,100170,synthetic_vls,generated_vls,train_or_val,train,40,500,350,20289421,1,12,6.316,11.344144,1,6,3.45,3.3975,1,8,4.445714285714286,5.069910204081633,synthetic_instances/Data_p100170.txt,synthetic_instances/Data_e100170.txt,synthetic_instances/Data_c100170.txt
syn_vls_m40_n500_k350_s20289422,100171,synthetic_vls,generated_vls,train_or_val,train,40,500,350,20289422,1,12,6.494,11.509964,1,6,3.825,2.794375,1,8,4.325714285714286,4.951053061224489,synthetic_instances/Data_p100171.txt,synthetic_instances/Data_e100171.txt,synthetic_instances/Data_c100171.txt
syn_vls_m40_n500_k350_s20289423,100172,synthetic_vls,generated_vls,train_or_val,val,40,500,350,20289423,1,12,6.714,11.308204,1,6,3.2,2.41,1,8,4.58,5.460742857142857,synthetic_instances/Data_p100172.txt,synthetic_instances/Data_e100172.txt,synthetic_instances/Data_c100172.txt
syn_vls_m40_n500_k350_s20289424,100173,synthetic_vls,generated_vls,train_or_val,train,40,500,350,20289424,1,12,6.718,11.286476,1,6,3.65,2.9775,1,8,4.4314285714285715,4.656726530612245,synthetic_instances/Data_p100173.txt,synthetic_instances/Data_e100173.txt,synthetic_instances/Data_c100173.txt
syn_vls_m40_n500_k350_s20289425,100174,synthetic_vls,generated_vls,train_or_val,train,40,500,350,20289425,1,12,6.686,12.263404,1,6,2.9,2.69,1,8,4.42,5.357885714285715,synthetic_instances/Data_p100174.txt,synthetic_instances/Data_e100174.txt,synthetic_instances/Data_c100174.txt
syn_vls_m40_n500_k500_s20290420,100175,synthetic_vls,generated_vls,train_or_val,train,40,500,500,20290420,1,12,6.638,11.498956,1,6,3.775,2.474375,1,8,4.522,5.225516,synthetic_instances/Data_p100175.txt,synthetic_instances/Data_e100175.txt,synthetic_instances/Data_c100175.txt
syn_vls_m40_n500_k500_s20290421,100176,synthetic_vls,generated_vls,train_or_val,train,40,500,500,20290421,1,12,6.65,11.8715,1,6,3.5,2.9,1,8,4.324,5.147024,synthetic_instances/Data_p100176.txt,synthetic_instances/Data_e100176.txt,synthetic_instances/Data_c100176.txt
