batch_id,bucket,split,instance_uid,instance_id,seed,M,N,K,sum_p,p_max,epsilon_lb,epsilon_used,epsilon_stress,status,attempts_total,retries_used,solver_return_code,solver_feasible,solver_runtime_sec_reported,solver_variant_reported,wall_runtime_sec,max_rss_bytes,exact_labeled_moves,exact_positive_improving,exact_negative_non_improving,positive_rate_instance,stderr_tail,exact_file,broad_file
m25_n400_k500,m25_n400_k500,train,syn_vls_m25_n400_k500_s20268422,100045,20268422,25,400,500,2663,12,107,115,0.23,ok,1,0,0,1,3.175781,stageO_synthetic_dense_logging,3.187057,27197440,1792,1262,530,0.70424107,                2617  involuntary context switches\n         21446617158  instructions retired\n          7309830889  cycles elapsed\n            25264512  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100045_eps_115.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100045_eps_115.csv
m25_n400_k500,m25_n400_k500,train,syn_vls_m25_n400_k500_s20268423,100046,20268423,25,400,500,2624,12,105,113,0.226,ok,1,0,0,1,3.119243,stageO_synthetic_dense_logging,3.133759,26099712,1792,996,796,0.55580357,                2761  involuntary context switches\n         20258056205  instructions retired\n          7194034975  cycles elapsed\n            15942016  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100046_eps_113.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100046_eps_113.csv
m25_n400_k500,m25_n400_k500,train,syn_vls_m25_n400_k500_s20268424,100047,20268424,25,400,500,2596,12,104,112,0.224,ok,1,0,0,1,3.806700,stageO_synthetic_dense_logging,3.818589,35553280,1792,1200,592,0.66964286,                2894  involuntary context switches\n         22826505366  instructions retired\n          8721374211  cycles elapsed\n            30753152  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100047_eps_112.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100047_eps_112.csv
m25_n400_k500,m25_n400_k500,train,syn_vls_m25_n400_k500_s20268425,100048,20268425,25,400,500,2562,12,103,111,0.222,ok,1,0,0,1,2.885887,stageO_synthetic_dense_logging,2.896602,27836416,1792,1327,465,0.74051339,                2744  involuntary context switches\n         19397981982  instructions retired\n          6467343100  cycles elapsed\n            24822144  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100048_eps_111.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100048_eps_111.csv
m25_n400_k500,m25_n400_k500,val,syn_vls_m25_n400_k500_s20268421,100044,20268421,25,400,500,2600,12,104,112,0.224,ok,1,0,0,1,8.542090,stageO_synthetic_dense_logging,8.554474,50987008,1792,1569,223,0.87555804,               10918  involuntary context switches\n         38292187125  instructions retired\n         19774123113  cycles elapsed\n            49627544  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100044_eps_112.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100044_eps_112.csv
m25_n500_k350,m25_n500_k350,train,syn_vls_m25_n500_k350_s20269420,100049,20269420,25,500,350,3271,12,131,139,0.39714286,ok,1,0,0,1,23.828759,stageO_synthetic_dense_logging,23.842131,128073728,1487,1025,462,0.68930733,               26842  involuntary context switches\n         87588819604  instructions retired\n         54222577444  cycles elapsed\n           112820728  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100049_eps_139.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100049_eps_139.csv
m25_n500_k350,m25_n500_k350,train,syn_vls_m25_n500_k350_s20269421,100050,20269421,25,500,350,3255,12,131,139,0.39714286,ok,1,0,0,1,29.698755,stageO_synthetic_dense_logging,29.71303,172752896,446,280,166,0.62780269,               26344  involuntary context switches\n         98734517545  instructions retired\n         70304160282  cycles elapsed\n           144638480  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100050_eps_139.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100050_eps_139.csv
m25_n500_k350,m25_n500_k350,train,syn_vls_m25_n500_k350_s20269422,100051,20269422,25,500,350,3316,12,133,141,0.40285714,ok,1,0,0,1,7.684290,stageO_synthetic_dense_logging,7.697258,39026688,1792,1277,515,0.71261161,                6416  involuntary context switches\n         41915059398  instructions retired\n         18226748218  cycles elapsed\n            38306176  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100051_eps_141.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100051_eps_141.csv
m25_n500_k350,m25_n500_k350,train,syn_vls_m25_n500_k350_s20269424,100053,20269424,25,500,350,3344,12,134,142,0.40571429,ok,1,0,0,1,7.650153,stageO_synthetic_dense_logging,7.682601,78102528,1792,1519,273,0.84765625,               11825  involuntary context switches\n         42750283644  instructions retired\n         17310593842  cycles elapsed\n            64913840  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100053_eps_142.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100053_eps_142.csv
m25_n500_k350,m25_n500_k350,train,syn_vls_m25_n500_k350_s20269425,100054,20269425,25,500,350,3320,12,133,141,0.40285714,ok,1,0,0,1,33.602978,stageO_synthetic_dense_logging,33.61751,256868352,311,245,66,0.78778135,               19239  involuntary context switches\n        108455791591  instructions retired\n         79008222357  cycles elapsed\n           215614040  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100054_eps_141.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100054_eps_141.csv
m25_n500_k350,m25_n500_k350,val,syn_vls_m25_n500_k350_s20269423,100052,20269423,25,500,350,3234,12,130,138,0.39428571,ok,1,0,0,1,15.244551,stageO_synthetic_dense_logging,15.257383,78364672,1792,1421,371,0.79296875,               14762  involuntary context switches\n         65134393468  instructions retired\n         34564928715  cycles elapsed\n            60359064  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100052_eps_138.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100052_eps_138.csv
m25_n500_k500,m25_n500_k500,train,syn_vls_m25_n500_k500_s20270420,100055,20270420,25,500,500,3340,12,134,142,0.284,ok,1,0,0,1,19.210294,stageO_synthetic_dense_logging,19.222678,214597632,677,521,156,0.76957164,               13725  involuntary context switches\n         68575370963  instructions retired\n         45504893111  cycles elapsed\n           192479784  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100055_eps_142.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100055_eps_142.csv
m25_n500_k500,m25_n500_k500,train,syn_vls_m25_n500_k500_s20270421,100056,20270421,25,500,500,3289,12,132,140,0.28,ok,1,0,0,1,20.016571,stageO_synthetic_dense_logging,20.029389,198246400,1344,1247,97,0.92782738,               13754  involuntary context switches\n         73896318820  instructions retired\n         47914957960  cycles elapsed\n           197640744  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100056_eps_140.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100056_eps_140.csv
m25_n500_k500,m25_n500_k500,train,syn_vls_m25_n500_k500_s20270422,100057,20270422,25,500,500,3191,12,128,136,0.272,ok,1,0,0,1,23.129547,stageO_synthetic_dense_logging,23.142507,74104832,1792,978,814,0.54575893,               18436  involuntary context switches\n         88675385294  instructions retired\n         54507525468  cycles elapsed\n            74121624  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100057_eps_136.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100057_eps_136.csv
m25_n500_k500,m25_n500_k500,train,syn_vls_m25_n500_k500_s20270423,100058,20270423,25,500,500,3387,12,136,144,0.288,ok,1,0,0,1,32.944357,stageO_synthetic_dense_logging,32.960366,234455040,1085,1023,62,0.94285714,               16430  involuntary context switches\n        118800636832  instructions retired\n         79752598811  cycles elapsed\n           202736216  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100058_eps_144.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100058_eps_144.csv
m25_n500_k500,m25_n500_k500,train,syn_vls_m25_n500_k500_s20270424,100059,20270424,25,500,500,3273,12,131,139,0.278,ok,1,0,0,1,18.376225,stageO_synthetic_dense_logging,18.390166,78200832,1792,876,916,0.48883929,               12814  involuntary context switches\n         75570832968  instructions retired\n         43769163044  cycles elapsed\n            68288920  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100059_eps_139.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100059_eps_139.csv
m25_n500_k500,m25_n500_k500,val,syn_vls_m25_n500_k500_s20270425,100060,20270425,25,500,500,3106,12,125,133,0.266,ok,1,0,0,1,3.144181,stageO_synthetic_dense_logging,3.165312,29638656,1792,1366,426,0.76227679,                4594  involuntary context switches\n         24936713035  instructions retired\n          6742784805  cycles elapsed\n            29229440  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100060_eps_133.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100060_eps_133.csv
m30_n250_k350,m30_n250_k350,train,syn_vls_m30_n250_k350_s20271420,100061,20271420,30,250,350,1556,12,52,60,0.17142857,ok,1,0,0,1,0.473097,stageO_synthetic_dense_logging,0.483554,4472832,1792,1291,501,0.72042411,                 433  involuntary context switches\n          4669346851  instructions retired\n          1101359625  cycles elapsed\n             3719528  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100061_eps_60.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100061_eps_60.csv
m30_n250_k350,m30_n250_k350,train,syn_vls_m30_n250_k350_s20271421,100062,20271421,30,250,350,1694,12,57,65,0.18571429,ok,1,0,0,1,0.512777,stageO_synthetic_dense_logging,0.525093,5914624,1792,1393,399,0.77734375,                 277  involuntary context switches\n          5190888814  instructions retired\n          1252047088  cycles elapsed\n             5161320  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100062_eps_65.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100062_eps_65.csv
m30_n250_k350,m30_n250_k350,train,syn_vls_m30_n250_k350_s20271422,100063,20271422,30,250,350,1545,12,52,60,0.17142857,ok,1,0,0,1,0.542853,stageO_synthetic_dense_logging,0.554704,6488064,1792,1188,604,0.66294643,                 601  involuntary context switches\n          5152906416  instructions retired\n          1271002607  cycles elapsed\n             5734760  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100063_eps_60.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100063_eps_60.csv
m30_n250_k350,m30_n250_k350,train,syn_vls_m30_n250_k350_s20271423,100064,20271423,30,250,350,1656,12,56,64,0.18285714,ok,1,0,0,1,0.459142,stageO_synthetic_dense_logging,0.469391,4898816,1792,1650,142,0.92075893,                 264  involuntary context switches\n          4762939012  instructions retired\n          1114085300  cycles elapsed\n             3948904  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100064_eps_64.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100064_eps_64.csv
m30_n250_k350,m30_n250_k350,train,syn_vls_m30_n250_k350_s20271425,100066,20271425,30,250,350,1715,12,58,66,0.18857143,ok,1,0,0,1,0.439827,stageO_synthetic_dense_logging,0.450138,5390336,1792,1668,124,0.93080357,                 205  involuntary context switches\n          4808513548  instructions retired\n          1055491948  cycles elapsed\n             4637032  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100066_eps_66.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100066_eps_66.csv
m30_n250_k350,m30_n250_k350,val,syn_vls_m30_n250_k350_s20271424,100065,20271424,30,250,350,1499,12,50,58,0.16571429,ok,1,0,0,1,0.414966,stageO_synthetic_dense_logging,0.426902,3817472,1792,1106,686,0.6171875,                 198  involuntary context switches\n          4590504526  instructions retired\n          1016699587  cycles elapsed\n             3064168  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100065_eps_58.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100065_eps_58.csv
m30_n250_k500,m30_n250_k500,train,syn_vls_m30_n250_k500_s20272420,100067,20272420,30,250,500,1641,12,55,63,0.126,ok,1,0,0,1,0.447569,stageO_synthetic_dense_logging,0.463188,5472256,1792,1410,382,0.78683036,                 643  involuntary context switches\n          4714416941  instructions retired\n          1065829616  cycles elapsed\n             4637056  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100067_eps_63.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100067_eps_63.csv
m30_n250_k500,m30_n250_k500,train,syn_vls_m30_n250_k500_s20272422,100069,20272422,30,250,500,1651,12,56,64,0.128,ok,1,0,0,1,0.557077,stageO_synthetic_dense_logging,0.56892,6422528,1792,1495,297,0.83426339,                 148  involuntary context switches\n          5493843105  instructions retired\n          1367354428  cycles elapsed\n             5669224  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100069_eps_64.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100069_eps_64.csv
m30_n250_k500,m30_n250_k500,train,syn_vls_m30_n250_k500_s20272423,100070,20272423,30,250,500,1760,12,59,67,0.134,ok,1,0,0,1,0.457496,stageO_synthetic_dense_logging,0.468623,3964928,1792,1566,226,0.87388393,                 227  involuntary context switches\n          5019934451  instructions retired\n          1116596034  cycles elapsed\n             3015016  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100070_eps_67.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100070_eps_67.csv
m30_n250_k500,m30_n250_k500,train,syn_vls_m30_n250_k500_s20272424,100071,20272424,30,250,500,1585,12,53,61,0.122,ok,1,0,0,1,0.478465,stageO_synthetic_dense_logging,0.488854,5980160,1792,1493,299,0.83314732,                 139  involuntary context switches\n          4845838456  instructions retired\n          1174507588  cycles elapsed\n             5226856  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100071_eps_61.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100071_eps_61.csv
m30_n250_k500,m30_n250_k500,train,syn_vls_m30_n250_k500_s20272425,100072,20272425,30,250,500,1631,12,55,63,0.126,ok,1,0,0,1,0.588335,stageO_synthetic_dense_logging,0.59859,6078464,1792,1375,417,0.76729911,                1093  involuntary context switches\n          5145786578  instructions retired\n          1396652827  cycles elapsed\n             5325160  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100072_eps_63.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100072_eps_63.csv
m30_n250_k500,m30_n250_k500,val,syn_vls_m30_n250_k500_s20272421,100068,20272421,30,250,500,1630,12,55,63,0.126,ok,1,0,0,1,0.430380,stageO_synthetic_dense_logging,0.440838,5636096,1792,911,881,0.50837054,                 145  involuntary context switches\n          4898029054  instructions retired\n          1055171520  cycles elapsed\n             4882792  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100068_eps_63.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100068_eps_63.csv
m30_n300_k350,m30_n300_k350,train,syn_vls_m30_n300_k350_s20273420,100073,20273420,30,300,350,1912,12,64,72,0.20571429,ok,1,0,0,1,0.973193,stageO_synthetic_dense_logging,0.983654,7880704,1792,1452,340,0.81026786,                 403  involuntary context switches\n          8263833564  instructions retired\n          2380458163  cycles elapsed\n             7127400  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100073_eps_72.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100073_eps_72.csv
m30_n300_k350,m30_n300_k350,train,syn_vls_m30_n300_k350_s20273421,100074,20273421,30,300,350,1926,12,65,73,0.20857143,ok,1,0,0,1,0.744115,stageO_synthetic_dense_logging,0.75934,7421952,1792,955,837,0.53292411,                1848  involuntary context switches\n          6628441059  instructions retired\n          1589938702  cycles elapsed\n             6685056  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100074_eps_73.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100074_eps_73.csv
m30_n300_k350,m30_n300_k350,train,syn_vls_m30_n300_k350_s20273422,100075,20273422,30,300,350,1954,12,66,74,0.21142857,ok,1,0,0,1,0.590142,stageO_synthetic_dense_logging,0.600462,7651328,1792,1346,446,0.75111607,                 228  involuntary context switches\n          6385547558  instructions retired\n          1441401355  cycles elapsed\n             5816680  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100075_eps_74.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100075_eps_74.csv
m30_n300_k350,m30_n300_k350,train,syn_vls_m30_n300_k350_s20273423,100076,20273423,30,300,350,1980,12,66,74,0.21142857,ok,1,0,0,1,0.651255,stageO_synthetic_dense_logging,0.662543,7553024,1792,1781,11,0.99386161,                 500  involuntary context switches\n          6761597998  instructions retired\n          1585565419  cycles elapsed\n             6799720  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100076_eps_74.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100076_eps_74.csv
m30_n300_k350,m30_n300_k350,train,syn_vls_m30_n300_k350_s20273425,100078,20273425,30,300,350,2098,12,70,78,0.22285714,ok,1,0,0,1,1.216832,stageO_synthetic_dense_logging,1.22666,10731520,1792,1484,308,0.828125,                 664  involuntary context switches\n          9317634740  instructions retired\n          2965757976  cycles elapsed\n             9978216  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100078_eps_78.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100078_eps_78.csv
m30_n300_k350,m30_n300_k350,val,syn_vls_m30_n300_k350_s20273424,100077,20273424,30,300,350,1858,12,62,70,0.2,ok,1,0,0,1,0.934543,stageO_synthetic_dense_logging,0.948321,8421376,1792,1701,91,0.94921875,                1016  involuntary context switches\n          6777576818  instructions retired\n          1836511772  cycles elapsed\n             7684480  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100077_eps_70.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100077_eps_70.csv
m30_n300_k500,m30_n300_k500,train,syn_vls_m30_n300_k500_s20274421,100080,20274421,30,300,500,1994,12,67,75,0.15,ok,1,0,0,1,0.716189,stageO_synthetic_dense_logging,0.729383,7192576,1792,1762,30,0.98325893,                 730  involuntary context switches\n          6939618528  instructions retired\n          1708136837  cycles elapsed\n             6439272  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100080_eps_75.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100080_eps_75.csv
m30_n300_k500,m30_n300_k500,train,syn_vls_m30_n300_k500_s20274422,100081,20274422,30,300,500,1922,12,65,73,0.146,ok,1,0,0,1,0.552427,stageO_synthetic_dense_logging,0.564979,3850240,1792,983,809,0.54854911,                 217  involuntary context switches\n          6324037463  instructions retired\n          1353083750  cycles elapsed\n             3096936  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100081_eps_73.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100081_eps_73.csv
m30_n300_k500,m30_n300_k500,train,syn_vls_m30_n300_k500_s20274423,100082,20274423,30,300,500,1880,12,63,71,0.142,ok,1,0,0,1,0.927218,stageO_synthetic_dense_logging,0.939769,13254656,1792,1459,333,0.81417411,                 420  involuntary context switches\n          7803282765  instructions retired\n          2243155264  cycles elapsed\n            12517760  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100082_eps_71.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100082_eps_71.csv
m30_n300_k500,m30_n300_k500,train,syn_vls_m30_n300_k500_s20274424,100083,20274424,30,300,500,1982,12,67,75,0.15,ok,1,0,0,1,0.734370,stageO_synthetic_dense_logging,0.747092,9682944,1792,1166,626,0.65066964,                 182  involuntary context switches\n          7197809623  instructions retired\n          1801916597  cycles elapsed\n             8929640  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100083_eps_75.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100083_eps_75.csv
m30_n300_k500,m30_n300_k500,train,syn_vls_m30_n300_k500_s20274425,100084,20274425,30,300,500,1966,12,66,74,0.148,ok,1,0,0,1,0.630827,stageO_synthetic_dense_logging,0.651636,6930432,1792,1261,531,0.70368304,                1685  involuntary context switches\n          6172991691  instructions retired\n          1461546149  cycles elapsed\n             6193536  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100084_eps_74.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100084_eps_74.csv
m30_n300_k500,m30_n300_k500,val,syn_vls_m30_n300_k500_s20274420,100079,20274420,30,300,500,1959,12,66,74,0.148,ok,1,0,0,1,0.617890,stageO_synthetic_dense_logging,0.62807,6258688,1792,1464,328,0.81696429,                 561  involuntary context switches\n          6202871642  instructions retired\n          1463600498  cycles elapsed\n             5521792  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100079_eps_74.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100079_eps_74.csv
m30_n350_k350,m30_n350_k350,train,syn_vls_m30_n350_k350_s20275420,100085,20275420,30,350,350,2296,12,77,85,0.24285714,ok,1,0,0,1,1.910379,stageO_synthetic_dense_logging,1.924772,14942208,1792,1194,598,0.66629464,                1876  involuntary context switches\n         13022329218  instructions retired\n          4293747402  cycles elapsed\n            14221696  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100085_eps_85.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100085_eps_85.csv
m30_n350_k350,m30_n350_k350,train,syn_vls_m30_n350_k350_s20275421,100086,20275421,30,350,350,2240,12,75,83,0.23714286,ok,1,0,0,1,1.348511,stageO_synthetic_dense_logging,1.359665,9142272,1792,1711,81,0.95479911,                1160  involuntary context switches\n         10877786442  instructions retired\n          3075843401  cycles elapsed\n             8192384  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100086_eps_83.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100086_eps_83.csv
m30_n350_k350,m30_n350_k350,train,syn_vls_m30_n350_k350_s20275423,100088,20275423,30,350,350,2254,12,76,84,0.24,ok,1,0,0,1,1.249174,stageO_synthetic_dense_logging,1.263564,13320192,1792,1364,428,0.76116071,                 326  involuntary context switches\n         10242640471  instructions retired\n          3054880999  cycles elapsed\n            12566888  peak memory footprint,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_exact_labeled_instance_100088_eps_84.csv,/Users/mac/Documents/Study/PFE/PaST/temp/phaseP_full_synthetic_freeze/per_instance/moves_broad_instance_100088_eps_84.csv
